timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-06-24T03:00:00,2.0,2.0,2.0,-0.0
2025-06-24T03:15:00,2.0,2.0,2.0,-0.0
2025-06-24T03:30:00,2.25,2.25,2.25,-0.0
2025-06-24T03:45:00,2.0,2.0,2.0,-0.0
2025-06-24T04:00:00,2.0,2.0,2.0,-0.0
2025-06-24T04:15:00,2.0,2.0,2.0,-0.0
2025-06-24T04:30:00,2.25,2.25,2.25,-0.0
2025-06-24T04:45:00,1.75,1.75,1.75,-0.0
2025-06-24T05:00:00,2.0,2.0,2.0,-0.0
2025-06-24T05:15:00,2.0,2.0,2.0,-0.0
2025-06-24T05:30:00,2.5,2.5,2.5,-0.0
2025-06-24T05:45:00,2.25,2.25,2.25,-0.0
2025-06-24T06:00:00,2.25,2.25,2.25,-0.0
2025-06-24T06:15:00,2.0,2.0,2.0,-0.0
2025-06-24T06:30:00,2.0,2.0,2.0,-0.0
2025-06-24T06:45:00,1.7415597438812256,1.7649999856948853,1.7649999856948853,-0.023440245538949966
2025-06-24T07:00:00,1.9908509254455566,2.1050000190734863,2.1050000190734863,-0.1141490638256073
2025-06-24T07:15:00,2.9793057441711426,3.237499952316284,3.237499952316284,-0.25819429755210876
2025-06-24T07:30:00,2.7227706909179688,3.0625,3.0625,-0.339729368686676
2025-06-24T07:45:00,2.9677603244781494,3.369999885559082,3.369999885559082,-0.4022395610809326
2025-06-24T08:00:00,3.2468483448028564,3.692500114440918,3.692500114440918,-0.44565168023109436
2025-06-24T08:15:00,3.9959044456481934,4.574999809265137,4.574999809265137,-0.5790954232215881
2025-06-24T08:30:00,3.495584011077881,4.119999885559082,4.119999885559082,-0.624415934085846
2025-06-24T08:45:00,4.495227813720703,5.170000076293945,5.170000076293945,-0.6747720241546631
2025-06-24T09:00:00,3.5151305198669434,4.40500020980835,4.40500020980835,-0.8898698091506958
2025-06-24T09:15:00,3.2653391361236572,4.167500019073486,4.167500019073486,-0.9021608233451843
2025-06-24T09:30:00,3.5212323665618896,4.769999980926514,4.769999980926514,-1.248767614364624
2025-06-24T09:45:00,2.7762062549591064,4.317500114440918,4.317500114440918,-1.5412938594818115
2025-06-24T10:00:00,2.8015804290771484,4.21999979019165,4.21999979019165,-1.418419361114502
2025-06-24T10:15:00,2.3163177967071533,4.139999866485596,4.139999866485596,-1.8236820697784424
2025-06-24T10:30:00,3.0557913780212402,4.590000152587891,4.590000152587891,-1.5342086553573608
2025-06-24T10:45:00,2.323335886001587,4.340000152587891,4.340000152587891,-2.0166642665863037
2025-06-24T11:00:00,2.3593876361846924,4.409999847412109,4.409999847412109,-2.050612211227417
2025-06-24T11:15:00,1.615971326828003,3.7899999618530273,3.7899999618530273,-2.1740286350250244
2025-06-24T11:30:00,4.368756294250488,6.59499979019165,6.59499979019165,-2.226243257522583
2025-06-24T11:45:00,2.120022773742676,4.369999885559082,4.369999885559082,-2.2499771118164062
2025-06-24T12:00:00,2.3243279457092285,4.057499885559082,4.057499885559082,-1.733171820640564
2025-06-24T12:15:00,2.3488988876342773,4.65500020980835,4.65500020980835,-2.3061013221740723
2025-06-24T12:30:00,2.589029312133789,4.664999961853027,4.664999961853027,-2.0759706497192383
2025-06-24T12:45:00,2.5783376693725586,4.40500020980835,4.40500020980835,-1.8266624212265015
2025-06-24T13:00:00,2.030402183532715,3.6449999809265137,3.6449999809265137,-1.6145976781845093
2025-06-24T13:15:00,2.5259203910827637,3.9024999141693115,3.9024999141693115,-1.3765795230865479
2025-06-24T13:30:00,2.0369632244110107,4.0,4.0,-1.9630367755889893
2025-06-24T13:45:00,1.565147876739502,5.025000095367432,5.025000095367432,-3.4598522186279297
2025-06-24T14:00:00,0.82769775390625,5.474999904632568,5.474999904632568,-4.647302150726318
2025-06-24T14:15:00,0.0,5.207499980926514,5.207499980926514,-7.088979721069336
2025-06-24T14:30:00,0.0,4.392499923706055,4.392499923706055,-7.270937442779541
2025-06-24T14:45:00,0.0,5.579999923706055,5.579999923706055,-6.963576316833496
2025-06-24T15:00:00,0.0,4.684999942779541,4.684999942779541,-6.833687782287598
2025-06-24T15:15:00,0.0,3.509999990463257,3.509999990463257,-5.675853252410889
2025-06-24T15:30:00,0.0,4.53249979019165,4.53249979019165,-5.944372177124023
2025-06-24T15:45:00,0.0,3.817500114440918,3.817500114440918,-6.225208759307861
2025-06-24T16:00:00,0.0,4.074999809265137,4.074999809265137,-5.802282333374023
2025-06-24T16:15:00,0.0,4.090000152587891,4.090000152587891,-5.817224025726318
2025-06-24T16:30:00,0.0,4.492499828338623,4.492499828338623,-5.471079349517822
2025-06-24T16:45:00,0.0,4.920000076293945,4.920000076293945,-5.149837017059326
2025-06-24T17:00:00,0.0,4.829999923706055,4.829999923706055,-4.341531753540039
2025-06-24T17:15:00,0.0,4.442500114440918,4.442500114440918,-3.70233416557312
2025-06-24T17:30:00,0.0,3.805000066757202,3.805000066757202,-3.063136339187622
2025-06-24T17:45:00,0.0,3.4200000762939453,3.4200000762939453,-2.92777681350708
2025-06-24T18:00:00,0.0,3.0975000858306885,3.0975000858306885,-3.0155832767486572
2025-06-24T18:15:00,0.0,2.924999952316284,2.924999952316284,-2.6042566299438477
2025-06-24T18:30:00,0.0,3.5299999713897705,3.5299999713897705,-2.219702959060669
2025-06-24T18:45:00,0.0,3.049999952316284,3.049999952316284,-1.752397060394287
